DemVotes,RepVotes,TotalVotes,DemVotesTotalPercent,RepVotesTotalPercent,Area,Office,State
4741,14409,19895,23.8301081,72.4252325,COFFEE,President,Tennessee
1302,3977,5386,24.1737839,73.8395841,CROCKETT,President,Tennessee
5202,20410,26298,19.7809719,77.6104647,CUMBERLAND,President,Tennessee
148473,84365,246199,60.3060939,34.2669954,DAVIDSON,President,Tennessee
894,3580,4577,19.5324448,78.2171728,DECATUR,President,Tennessee
1566,5164,6940,22.5648415,74.4092219,DEKALB,President,Tennessee
4718,13213,18619,25.3397068,70.9651431,DICKSON,President,Tennessee
2815,10175,13290,21.1813394,76.5613243,DYER,President,Tennessee
5865,13046,19306,30.3791567,67.5748472,FAYETTE,President,Tennessee
1100,6032,7311,15.0458214,82.5058132,FENTRESS,President,Tennessee
4372,11526,16363,26.7188168,70.439406,FRANKLIN,President,Tennessee
5255,13779,19484,26.9708479,70.7195648,GIBSON,President,Tennessee
2915,7964,11120,26.2140288,71.618705,GILES,President,Tennessee
1154,6618,7985,14.4520977,82.8804008,GRAINGER,President,Tennessee
4211,18538,23491,17.9260142,78.9153293,GREENE,President,Tennessee
998,3626,4750,21.0105263,76.3368421,GRUNDY,President,Tennessee
4075,15839,20579,19.8017396,76.9668108,HAMBLEN,President,Tennessee
55260,78661,141088,39.1670447,55.753147,HAMILTON,President,Tennessee
322,1842,2229,14.4459399,82.6379542,HANCOCK,President,Tennessee
4174,4912,9242,45.1633845,53.1486691,HARDEMAN,President,Tennessee
1622,8012,9949,16.303146,80.5307066,HARDIN,President,Tennessee
3502,16611,20694,16.9227795,80.2696434,HAWKINS,President,Tennessee
3704,3010,6824,54.2790152,44.109027,HAYWOOD,President,Tennessee
1796,8118,10172,17.6563114,79.8073142,HENDERSON,President,Tennessee
3061,9483,12887,23.7526189,73.5857841,HENRY,President,Tennessee
1823,5685,7762,23.4862149,73.2414326,HICKMAN,President,Tennessee
865,2180,3165,27.3301738,68.878357,HOUSTON,President,Tennessee
1967,4928,7139,27.5528786,69.0292758,HUMPHREYS,President,Tennessee
1129,3229,4447,25.387902,72.6107488,JACKSON,President,Tennessee
3490,14760,18994,18.3742234,77.7087501,JEFFERSON,President,Tennessee
988,5400,6556,15.0701647,82.3672971,JOHNSON,President,Tennessee
62861,105724,179266,35.0657682,58.9760468,KNOX,President,Tennessee
577,1357,1970,29.2893401,68.8832487,LAKE,President,Tennessee
3656,4884,8678,42.1295229,56.2802489,LAUDERDALE,President,Tennessee
2821,12419,15658,18.0163495,79.3140886,LAWRENCE,President,Tennessee
890,3579,4601,19.343621,77.7874375,LEWIS,President,Tennessee
2550,10375,13270,19.2162773,78.1838734,LINCOLN,President,Tennessee
4916,17588,23304,21.095091,75.472022,LOUDON,President,Tennessee
1071,6260,7490,14.2990654,83.5781041,MACON,President,Tennessee
15438,21321,37764,40.8802034,56.4585319,MADISON,President,Tennessee
2829,7680,10832,26.1170606,70.901034,MARION,President,Tennessee
2848,8167,11402,24.978074,71.6277846,MARSHALL,President,Tennessee
10026,23781,35068,28.5901677,67.8139614,MAURY,President,Tennessee
3507,14673,18694,18.76003,78.4904247,MCMINN,President,Tennessee
1847,7839,10035,18.4055805,78.1165919,MCNAIRY,President,Tennessee
856,3337,4311,19.8561819,77.4066342,MEIGS,President,Tennessee
3184,13361,17050,18.6744868,78.3636364,MONROE,President,Tennessee
21686,32320,57278,37.8609588,56.4265512,MONTGOMERY,President,Tennessee
496,2325,2926,16.9514696,79.4600137,MOORE,President,Tennessee
1053,5429,6664,15.8013205,81.467587,MORGAN,President,Tennessee
2425,9525,12223,19.8396466,77.9268592,OBION,President,Tennessee
1943,6055,8195,23.709579,73.8865162,OVERTON,President,Tennessee
597,2167,2855,20.910683,75.9019264,PERRY,President,Tennessee
536,2019,2609,20.5442698,77.3859716,PICKETT,President,Tennessee
1252,5097,6520,19.202454,78.1748466,POLK,President,Tennessee
6847,18981,26958,25.3987685,70.4095259,PUTNAM,President,Tennessee
1942,8650,10946,17.7416408,79.0243011,RHEA,President,Tennessee
4833,15863,21580,22.3957368,73.5078777,ROANE,President,Tennessee
6634,19393,27042,24.5322092,71.7143702,ROBERTSON,President,Tennessee
36627,64428,106518,34.3857376,60.4855517,RUTHERFORD,President,Tennessee
934,6044,7123,13.1124526,84.8518882,SCOTT,President,Tennessee
1051,4434,5667,18.5459679,78.2424563,SEQUATCHIE,President,Tennessee
6293,28610,36180,17.3935876,79.076838,SEVIER,President,Tennessee
206640,114948,331861,62.2670335,34.6373934,SHELBY,President,Tennessee
1688,5485,7410,22.780027,74.0215924,SMITH,President,Tennessee
1222,3864,5283,23.1307969,73.1402612,STEWART,President,Tennessee
11910,45577,59860,19.896425,76.1393251,SULLIVAN,President,Tennessee
18153,50105,71080,25.5388295,70.4909961,SUMNER,President,Tennessee
5779,16893,23372,24.7261681,72.2787951,TIPTON,President,Tennessee
943,2099,3142,30.0127307,66.8045831,TROUSDALE,President,Tennessee
1260,5666,7166,17.583031,79.0678203,UNICOI,President,Tennessee
1010,5024,6204,16.2798195,80.9800129,UNION,President,Tennessee
539,1820,2417,22.3003724,75.2999586,VAN BUREN,President,Tennessee
3535,9535,13565,26.0597125,70.2911906,WARREN,President,Tennessee
13003,34179,49411,26.3160025,69.1728562,WASHINGTON,President,Tennessee
717,5034,5842,12.2731941,86.1691202,WAYNE,President,Tennessee
2770,9001,12127,22.8415931,74.2228086,WEAKLEY,President,Tennessee
1842,7657,9776,18.8420622,78.3244681,WHITE,President,Tennessee
30992,68160,104700,29.6007641,65.1002865,WILLIAMSON,President,Tennessee
14356,39304,56286,25.5054543,69.8290872,WILSON,President,Tennessee
3358,13165,16887,19.8851187,77.959377,ANDERSON,President,Texas
836,3925,4926,16.9711734,79.6792529,ANDREWS,President,Texas
7538,21666,29870,25.2360228,72.5343154,ANGELINA,President,Texas
2458,7730,10467,23.4833286,73.8511512,ARANSAS,President,Texas
394,3785,4269,9.2293277,88.6624502,ARCHER,President,Texas
70,924,1017,6.8829892,90.8554572,ARMSTRONG,President,Texas
4635,8598,13605,34.0683572,63.1973539,ATASCOSA,President,Texas
2319,9637,12255,18.9228886,78.6372909,AUSTIN,President,Texas
397,1343,1784,22.2533632,75.2802691,BAILEY,President,Texas
1726,8159,10213,16.9000294,79.8883776,BANDERA,President,Texas
10555,16314,28250,37.3628319,57.7486726,BASTROP,President,Texas
191,1267,1492,12.8016086,84.919571,BAYLOR,President,Texas
3443,4743,8458,40.7070229,56.0770868,BEE,President,Texas
37608,51780,93999,40.0089363,55.0856924,BELL,President,Texas
319191,240161,586038,54.465922,40.9804484,BEXAR,President,Texas
1244,4212,5669,21.9439055,74.2988181,BLANCO,President,Texas
31,330,365,8.4931507,90.4109589,BORDEN,President,Texas
1277,6325,7797,16.3780941,81.120944,BOSQUE,President,Texas
8831,24913,34470,25.6193792,72.2744415,BOWIE,President,Texas
43075,72653,120296,35.8075081,60.3951919,BRAZORIA,President,Texas
23041,38662,66036,34.8915743,58.5468532,BRAZOS,President,Texas
1869,2073,4226,44.2262186,49.0534785,BREWSTER,President,Texas
91,625,734,12.3978202,85.1498638,BRISCOE,President,Texas
1937,613,2596,74.614792,23.6132512,BROOKS,President,Texas
1621,12010,13949,11.6209047,86.099362,BROWN,President,Texas
1491,5316,6945,21.4686825,76.5442765,BURLESON,President,Texas
3785,14595,19046,19.8729392,76.6302636,BURNET,President,Texas
4663,6516,11709,39.824067,55.6495004,CALDWELL,President,Texas
2118,4638,6957,30.444157,66.6666667,CALHOUN,President,Texas
568,4858,5556,10.2231821,87.437005,CALLAHAN,President,Texas
59319,29432,91804,64.6148316,32.0596052,CAMERON,President,Texas
1260,3201,4542,27.7410832,70.4755614,CAMP,President,Texas
249,2617,2945,8.4550085,88.8624788,CARSON,President,Texas
2250,9182,11606,19.3865242,79.1142512,CASS,President,Texas
526,1413,1996,26.3527054,70.7915832,CASTRO,President,Texas
2939,13278,16661,17.6399976,79.6950963,CHAMBERS,President,Texas
3466,12896,16701,20.7532483,77.2169331,CHEROKEE,President,Texas
253,1802,2084,12.1401152,86.4683301,CHILDRESS,President,Texas
536,4376,5011,10.6964678,87.3278787,CLAY,President,Texas
190,679,901,21.0876804,75.3607103,COCHRAN,President,Texas
140,1265,1423,9.8383696,88.8966971,COKE,President,Texas
387,3177,3635,10.6464924,87.4002751,COLEMAN,President,Texas
139837,200395,356545,39.2200143,56.2046866,COLLIN,President,Texas
145,983,1154,12.5649913,85.1819757,COLLINGSWORTH,President,Texas
1977,6323,8480,23.3136792,74.5636792,COLORADO,President,Texas
14166,44996,61567,23.0090795,73.084607,COMAL,President,Texas
788,4300,5208,15.1305684,82.5652842,COMANCHE,President,Texas
148,885,1067,13.8706654,82.9428304,CONCHO,President,Texas
2345,13174,15894,14.7539952,82.8866239,COOKE,President,Texas
5057,12212,18127,27.8976113,67.3691179,CORYELL,President,Texas
84,486,583,14.4082333,83.3619211,COTTLE,President,Texas
299,1047,1381,21.6509776,75.8146271,CRANE,President,Texas
372,980,1395,26.6666667,70.2508961,CROCKETT,President,Texas
468,1180,1712,27.3364486,68.9252336,CROSBY,President,Texas
454,280,762,59.5800525,36.7454068,CULBERSON,President,Texas
222,1258,1535,14.4625407,81.9543974,DALLAM,President,Texas
458845,261865,750649,61.1264386,34.8851461,DALLAS,President,Texas
835,2636,3562,23.4418866,74.0033689,DAWSON,President,Texas
1185,2911,4201,28.2075696,69.2930255,DEAF SMITH,President,Texas
400,1836,2279,17.5515577,80.5616498,DELTA,President,Texas
110000,169175,293287,37.5059242,57.6824067,DENTON,President,Texas
1161,5510,6822,17.0184697,80.7681032,DEWITT,President,Texas
128,755,909,14.0814081,83.0583058,DICKENS,President,Texas
2173,974,3225,67.379845,30.2015504,DIMMIT,President,Texas
190,1225,1460,13.0136986,83.9041096,DONLEY,President,Texas
2783,1316,4159,66.9151238,31.6422217,DUVAL,President,Texas
776,6008,6935,11.1896179,86.6330209,EASTLAND,President,Texas
10225,24976,36373,28.1115113,68.6663184,ECTOR,President,Texas
302,741,1065,28.3568075,69.5774648,EDWARDS,President,Texas
16197,44807,63064,25.6834327,71.0500444,ELLIS,President,Texas
145509,54567,210458,69.1392107,25.9277386,EL PASO,President,Texas
2159,11205,13810,15.6335988,81.1368573,ERATH,President,Texas
1682,3438,5232,32.148318,65.7110092,FALLS,President,Texas
2123,9536,11972,17.7330438,79.6525226,FANNIN,President,Texas
2127,8648,11029,19.28552,78.4114607,FAYETTE,President,Texas
403,1265,1722,23.4030197,73.4610918,FISHER,President,Texas
435,1473,1958,22.2165475,75.2298264,FLOYD,President,Texas
113,383,511,22.1135029,74.9510763,FOARD,President,Texas
134475,117212,260367,51.6482504,45.0179938,FORT BEND,President,Texas
665,3583,4356,15.2662994,82.2543618,FRANKLIN,President,Texas
1461,5995,7608,19.20347,78.798633,FREESTONE,President,Texas
1401,1232,2683,52.2176668,45.9187477,FRIO,President,Texas
597,3907,4609,12.9529182,84.7689304,GAINES,President,Texas
45503,73566,123994,36.6977434,59.3302902,GALVESTON,President,Texas
224,1223,1475,15.1864407,82.9152542,GARZA,President,Texas
2286,10445,13123,17.4197973,79.5930809,GILLESPIE,President,Texas
34,553,602,5.6478405,91.8604651,GLASSCOCK,President,Texas
973,2618,3713,26.2052249,70.5090224,GOLIAD,President,Texas
1567,4580,6304,24.8572335,72.6522843,GONZALES,President,Texas
699,6495,7360,9.4972826,88.2472826,GRAY,President,Texas
10276,35274,47068,21.8322427,74.9426362,GRAYSON,President,Texas
11623,28693,41365,28.0986341,69.3654055,GREGG,President,Texas
2194,7065,9528,23.0268682,74.1498741,GRIMES,President,Texas
18308,36495,57220,31.9958057,63.7801468,GUADALUPE,President,Texas
2090,6347,8802,23.7446035,72.1086117,HALE,President,Texas
164,891,1089,15.0596878,81.8181818,HALL,President,Texas
479,3056,3609,13.2723746,84.6771959,HAMILTON,President,Texas
171,1730,1947,8.7827427,88.8546482,HANSFORD,President,Texas
249,1207,1511,16.4791529,79.8808736,HARDEMAN,President,Texas
2779,19600,22768,12.2057273,86.0857344,HARDIN,President,Texas
706471,544960,1302887,54.2235052,41.8271116,HARRIS,President,Texas
7130,18712,26364,27.0444546,70.9755728,HARRISON,President,Texas
172,1727,1945,8.8431877,88.7917738,HARTLEY,President,Texas
314,1403,1765,17.7903683,79.490085,HASKELL,President,Texas
33117,33730,71524,46.3019406,47.1589956,HAYS,President,Texas
181,1460,1687,10.7291049,86.5441612,HEMPHILL,President,Texas
5649,23574,29855,18.9214537,78.961648,HENDERSON,President,Texas
118739,48608,172990,68.6392277,28.098734,HIDALGO,President,Texas
2535,10075,12906,19.642027,78.0644661,HILL,President,Texas
1257,5793,7282,17.2617413,79.5523208,HOCKLEY,President,Texas
4001,21367,26120,15.3177642,81.8032159,HOOD,President,Texas
2508,10704,13476,18.6108638,79.430098,HOPKINS,President,Texas
1978,6205,8302,23.8255842,74.7410263,HOUSTON,President,Texas
1768,6635,8692,20.340543,76.3345605,HOWARD,President,Texas
324,503,871,37.1986223,57.749713,HUDSPETH,President,Texas
6301,23866,31185,20.2052269,76.5303832,HUNT,President,Texas
854,7039,8126,10.5094758,86.6231848,HUTCHINSON,President,Texas
90,660,760,11.8421053,86.8421053,IRION,President,Texas
314,2973,3339,9.4040132,89.0386343,JACK,President,Texas
904,4266,5275,17.1374408,80.8720379,JACKSON,President,Texas
2582,10578,13351,19.3393753,79.2300202,JASPER,President,Texas
422,694,1175,35.9148936,59.0638298,JEFF DAVIS,President,Texas
42404,42828,87363,48.5377105,49.0230418,JEFFERSON,President,Texas
1635,430,2119,77.1590373,20.2925908,JIM HOGG,President,Texas
6688,5411,12346,54.1713915,43.8279605,JIM WELLS,President,Texas
10976,44370,57270,19.1653571,77.4751179,JOHNSON,President,Texas
935,4815,5932,15.761969,81.1699258,JONES,President,Texas
1144,2959,4185,27.3357228,70.7048984,KARNES,President,Texas
10265,29537,40979,25.0494156,72.0783816,KAUFMAN,President,Texas
3633,15663,19936,18.2233146,78.5664125,KENDALL,President,Texas
99,84,186,53.2258065,45.1612903,KENEDY,President,Texas
59,360,433,13.6258661,83.1408776,KENT,President,Texas
4665,17658,23090,20.2035513,76.4746644,KERR,President,Texas
206,1697,1945,10.5912596,87.2493573,KIMBLE,President,Texas
5,149,159,3.1446541,93.7106918,KING,President,Texas
457,936,1424,32.0926966,65.7303371,KINNEY,President,Texas
4713,4364,9483,49.6994622,46.0191922,KLEBERG,President,Texas
247,1078,1358,18.1885125,79.3814433,KNOX,President,Texas
3579,14546,18537,19.3073313,78.4700869,LAMAR,President,Texas
770,3040,3905,19.7183099,77.8489117,LAMB,President,Texas
1479,6371,8149,18.1494662,78.1813719,LAMPASAS,President,Texas
1125,870,2049,54.9048316,42.4597365,LA SALLE,President,Texas
1170,7339,8633,13.5526468,85.0110043,LAVACA,President,Texas
1372,4996,6522,21.0364919,76.6022692,LEE,President,Texas
909,6391,7407,12.272175,86.2832456,LEON,President,Texas
4851,18856,24155,20.0827986,78.0625129,LIBERTY,President,Texas
1748,5747,7648,22.8556485,75.1438285,LIMESTONE,President,Texas
135,1159,1322,10.2118003,87.6701967,LIPSCOMB,President,Texas
739,3450,4267,17.3189595,80.8530584,LIVE OAK,President,Texas
1825,8283,10377,17.5869712,79.8207574,LLANO,President,Texas
4,57,64,6.25,89.0625,LOVING,President,Texas
27956,65566,98060,28.5090761,66.863145,LUBBOCK,President,Texas
403,1546,1997,20.1802704,77.4161242,LYNN,President,Texas
881,3349,4283,20.5696941,78.1928555,MADISON,President,Texas
1156,2968,4206,27.4845459,70.5658583,MARION,President,Texas
266,1453,1755,15.1566952,82.7920228,MARTIN,President,Texas
353,1656,2053,17.1943497,80.6624452,MASON,President,Texas
3357,8147,11779,28.4998727,69.165464,MATAGORDA,President,Texas
10397,2816,13588,76.5160436,20.7241684,MAVERICK,President,Texas
480,2546,3086,15.5541154,82.5016202,MCCULLOCH,President,Texas
27046,48245,78255,34.5613699,61.6510127,MCLENNAN,President,Texas
40,454,497,8.0482897,91.3480885,MCMULLEN,President,Texas
4624,12054,17187,26.9040554,70.1344039,MEDINA,President,Texas
153,681,860,17.7906977,79.1860465,MENARD,President,Texas
9993,36896,48753,20.4972002,75.6794454,MIDLAND,President,Texas
2042,6340,8607,23.7248751,73.6609736,MILAM,President,Texas
242,1949,2238,10.8132261,87.0866845,MILLS,President,Texas
353,1780,2190,16.1187215,81.2785388,MITCHELL,President,Texas
885,7526,8604,10.2859135,87.4709437,MONTAGUE,President,Texas
45744,150188,203083,22.5247805,73.9539991,MONTGOMERY,President,Texas
1096,3974,5262,20.8285823,75.522615,MOORE,President,Texas
1425,3443,4964,28.7066882,69.3593876,MORRIS,President,Texas
40,571,620,6.4516129,92.0967742,MOTLEY,President,Texas
6822,14751,22430,30.4146233,65.764601,NACOGDOCHES,President,Texas
3998,11984,16382,24.4048346,73.1534611,NAVARRO,President,Texas
978,2961,4010,24.3890274,73.840399,NEWTON,President,Texas
1029,3551,4744,21.6905565,74.8524452,NOLAN,President,Texas
49102,50704,103958,47.2325362,48.7735432,NUECES,President,Texas
274,2628,2981,9.1915465,88.1583361,OCHILTREE,President,Texas
78,850,945,8.2539683,89.9470899,OLDHAM,President,Texas
5716,25385,31761,17.9969145,79.9250653,ORANGE,President,Texas
1700,8222,10175,16.7076167,80.8058968,PALO PINTO,President,Texas
1835,8445,10413,17.622203,81.1005474,PANOLA,President,Texas
8329,46433,56413,14.7643274,82.3090422,PARKER,President,Texas
848,1911,2818,30.092264,67.8140525,PARMER,President,Texas
1551,2463,4167,37.2210223,59.1072714,PECOS,President,Texas
7123,26587,34444,20.6799443,77.1890605,POLK,President,Texas
7620,19499,28330,26.897282,68.8280974,POTTER,President,Texas
1458,652,2203,66.1824784,29.5960054,PRESIDIO,President,Texas
619,3919,4630,13.3693305,84.6436285,RAINS,President,Texas
8340,43379,53813,15.4981138,80.6106331,RANDALL,President,Texas
167,709,900,18.5555556,78.7777778,REAGAN,President,Texas
262,1382,1678,15.613826,82.3599523,REAL,President,Texas
1148,3924,5147,22.3042549,76.2385856,RED RIVER,President,Texas
1659,1417,3184,52.1042714,44.5037688,REEVES,President,Texas
1034,1830,2945,35.1103565,62.139219,REFUGIO,President,Texas
20,524,550,3.6363636,95.2727273,ROBERTS,President,Texas
2203,4665,7010,31.4265335,66.5477889,ROBERTSON,President,Texas
9633,28396,39529,24.3694503,71.8358673,ROCKWALL,President,Texas
452,3241,3765,12.0053121,86.0823373,RUNNELS,President,Texas
3935,14675,18994,20.7170685,77.2612404,RUSK,President,Texas
614,3992,4642,13.2270573,85.9974149,SABINE,President,Texas
907,2620,3563,25.4560763,73.5335392,SAN AUGUSTINE,President,Texas
2034,8050,10305,19.7379913,78.1174187,SAN JACINTO,President,Texas
7825,13004,21513,36.3733556,60.4471715,SAN PATRICIO,President,Texas
293,2025,2354,12.4468989,86.0237893,SAN SABA,President,Texas
209,819,1054,19.829222,77.7039848,SCHLEICHER,President,Texas
733,4403,5261,13.9327124,83.6913134,SCURRY,President,Texas
103,1378,1502,6.8575233,91.7443409,SHACKELFORD,President,Texas
1757,7171,9072,19.367284,79.0454145,SHELBY,President,Texas
96,807,933,10.2893891,86.4951768,SHERMAN,President,Texas
22128,58631,83161,26.6086266,70.5030002,SMITH,President,Texas
540,3206,3876,13.9318885,82.7141383,SOMERVELL,President,Texas
9246,2218,11691,79.0864768,18.9718587,STARR,President,Texas
348,3033,3453,10.0781929,87.8366638,STEPHENS,President,Texas
70,549,633,11.0584518,86.7298578,STERLING,President,Texas
135,555,701,19.2582026,79.1726106,STONEWALL,President,Texas
313,1075,1415,22.1201413,75.9717314,SUTTON,President,Texas
462,1671,2190,21.0958904,76.3013699,SWISHER,President,Texas
288001,345683,662832,43.4500748,52.1524308,TARRANT,President,Texas
10047,33172,45266,22.1954668,73.2823753,TAYLOR,President,Texas
140,287,437,32.0366133,65.6750572,TERRELL,President,Texas
424,1295,1763,24.0499149,73.4543392,TERRY,President,Texas
84,715,808,10.3960396,88.490099,THROCKMORTON,President,Texas
2538,6405,9176,27.6591107,69.8016565,TITUS,President,Texas
9117,27376,38104,23.9266219,71.8454755,TOM GREEN,President,Texas
306475,126750,462511,66.2632889,27.4047536,TRAVIS,President,Texas
1154,4737,5982,19.291207,79.1875627,TRINITY,President,Texas
1243,6601,7969,15.597942,82.8334797,TYLER,President,Texas
2378,13198,15918,14.9390627,82.9124262,UPSHUR,President,Texas
284,961,1296,21.9135802,74.1512346,UPTON,President,Texas
3863,4828,8936,43.2296329,54.0286482,UVALDE,President,Texas
6920,5856,13476,51.3505491,43.4550312,VAL VERDE,President,Texas
2792,18436,21689,12.8728849,85.0016137,VAN ZANDT,President,Texas
8843,21253,31032,28.4963908,68.4873679,VICTORIA,President,Texas
6085,12878,19683,30.9150028,65.4270182,WALKER,President,Texas
5744,10525,16715,34.3643434,62.9673946,WALLER,President,Texas
780,2541,3413,22.8537943,74.4506299,WARD,President,Texas
3381,10944,14747,22.926697,74.2117041,WASHINGTON,President,Texas
42297,12946,56867,74.3788137,22.7654,WEBB,President,Texas
4238,10149,14707,28.81621,69.0079554,WHARTON,President,Texas
194,2087,2306,8.4128361,90.5030356,WHEELER,President,Texas
8752,27609,37913,23.0844301,72.8219872,WICHITA,President,Texas
807,3166,4101,19.6781273,77.2006828,WILBARGER,President,Texas
3416,1541,5082,67.2176309,30.3227076,WILLACY,President,Texas
84252,104029,200524,42.0159183,51.8785781,WILLIAMSON,President,Texas
4790,13991,19255,24.8766554,72.6616463,WILSON,President,Texas
420,1403,1873,22.4239188,74.906567,WINKLER,President,Texas
3412,20655,24661,13.8356109,83.7557277,WISE,President,Texas
2624,15681,18646,14.0727234,84.0984662,WOOD,President,Texas
426,1797,2299,18.5297956,78.1644193,YOAKUM,President,Texas
873,6587,7658,11.3998433,86.0146252,YOUNG,President,Texas
2056,1028,3134,65.6030632,32.8015316,ZAPATA,President,Texas
2633,692,3390,77.6696165,20.4129794,ZAVALA,President,Texas
264,1838,2490,10.6024096,73.815261,BEAVER,President,Utah
1814,10324,16548,10.9620498,62.388204,BOX ELDER,President,Utah
6705,16643,35879,18.6878118,46.3864656,CACHE,President,Utah
1696,5182,7818,21.6935278,66.2829368,CARBON,President,Utah
76,327,465,16.344086,70.3225806,DAGGETT,President,Utah
22575,46985,104661,21.5696391,44.8925579,DAVIS,President,Utah
500,5505,6932,7.2129256,79.4143104,DUCHESNE,President,Utah
379,3402,4263,8.8904527,79.8029557,EMERY,President,Utah
352,1577,2294,15.3443766,68.744551,GARFIELD,President,Utah
1932,1934,4456,43.3572711,43.4021544,GRAND,President,Utah
2104,10025,15354,13.7032695,65.2924319,IRON,President,Utah
436,2759,4076,10.6967615,67.6889107,JUAB,President,Utah
739,2248,3482,21.2234348,64.5605974,KANE,President,Utah
431,3860,5234,8.2346198,73.7485671,MILLARD,President,Utah
572,3156,5136,11.1370717,61.4485981,MORGAN,President,Utah
31,537,617,5.0243112,87.0340357,PIUTE,President,Utah
104,786,1096,9.4890511,71.7153285,RICH,President,Utah
154831,117901,361347,42.8482871,32.628194,SALT LAKE,President,Utah
1997,2635,5385,37.084494,48.9322191,SAN JUAN,President,Utah
1026,6436,9778,10.4929433,65.8212313,SANPETE,President,Utah
673,6455,8308,8.1006259,77.6961964,SEVIER,President,Utah
10251,7160,20133,50.9164059,35.5635027,SUMMIT,President,Utah
4015,9693,18905,21.2377678,51.2721502,TOOELE,President,Utah
1002,9876,12883,7.7776915,76.6591632,UINTAH,President,Utah
24579,89755,174942,14.0497994,51.3055756,UTAH,President,Utah
3063,6115,12120,25.2722772,50.4537954,WASATCH,President,Utah
9583,39566,57494,16.6678262,68.8176158,WASHINGTON,President,Utah
271,959,1410,19.2198582,68.0141844,WAYNE,President,Utah
22187,38447,81451,27.2396901,47.2026126,WEBER,President,Utah
6737,8582,15755,42.7610282,54.4715963,ACCOMACK,President,Virginia
33297,19232,56134,59.3169915,34.2608758,ALBEMARLE,President,Virginia
57147,13241,74384,76.8270058,17.8008712,ALEXANDRIA CITY,President,Virginia
2165,4873,7306,29.6331782,66.6986039,ALLEGHANY,President,Virginia
2150,4704,7035,30.5614783,66.8656716,AMELIA,President,Virginia
4986,9643,15164,32.8805065,63.5914007,AMHERST,President,Virginia
2023,5714,7954,25.433744,71.8380689,APPOMATTOX,President,Virginia
91879,20155,119344,76.9866939,16.8881552,ARLINGTON,President,Virginia
8108,26152,36661,22.1161452,71.3346608,AUGUSTA,President,Virginia
603,1548,2243,26.883638,69.0147124,BATH,President,Virginia
9733,30578,42186,23.0716351,72.4837624,BEDFORD,President,Virginia
453,2572,3124,14.5006402,82.3303457,BLAND,President,Virginia
4492,13369,18641,24.0974197,71.7182555,BOTETOURT,President,Virginia
1832,4884,6966,26.2991674,70.1119724,BRISTOL CITY,President,Virginia
4473,3045,7645,58.5088293,39.8299542,BRUNSWICK,President,Virginia
1721,7292,9220,18.6659436,79.0889371,BUCHANAN,President,Virginia
3128,3969,7284,42.9434377,54.4892916,BUCKINGHAM,President,Virginia
693,1432,2395,28.9352818,59.7912317,BUENA VISTA CITY,President,Virginia
6597,19442,27218,24.2376369,71.4306709,CAMPBELL,President,Virginia
6425,7143,14189,45.2815561,50.3418141,CAROLINE,President,Virginia
2557,10653,13587,18.8194598,78.4058291,CARROLL,President,Virginia
2244,1381,3745,59.9198932,36.8758344,CHARLES CITY,President,Virginia
2153,3479,5792,37.1719613,60.0656077,CHARLOTTE,President,Virginia
17865,2951,22211,80.4331187,13.2862095,CHARLOTTESVILLE CITY,President,Virginia
52554,53988,111827,46.995806,48.2781439,CHESAPEAKE CITY,President,Virginia
80993,84938,175288,46.2056729,48.4562548,CHESTERFIELD,President,Virginia
3047,4657,8131,37.4738655,57.274628,CLARKE,President,Virginia
2367,5681,8427,28.0882876,67.4142637,COLONIAL HEIGHTS CITY,President,Virginia
914,1349,2369,38.58168,56.9438582,COVINGTON CITY,President,Virginia
541,2139,2784,19.4324713,76.8318966,CRAIG,President,Virginia
7744,13341,22087,35.0613483,60.4020465,CULPEPER,President,Virginia
2032,2693,4875,41.6820513,55.2410256,CUMBERLAND,President,Virginia
11051,7306,18862,58.5886969,38.7339625,DANVILLE CITY,President,Virginia
1335,4932,6405,20.8430913,77.0023419,DICKENSON,President,Virginia
5765,7447,13533,42.5995714,55.028449,DINWIDDIE,President,Virginia
1531,792,2367,64.6810308,33.460076,EMPORIA CITY,President,Virginia
2541,2657,5354,47.4598431,49.6264475,ESSEX,President,Virginia
354485,157837,542858,65.2997653,29.0751909,FAIRFAX,President,Virginia
7363,3695,11854,62.1140543,31.1709128,FAIRFAX CITY,President,Virginia
5810,1323,7667,75.7793139,17.2557715,FALLS CHURCH CITY,President,Virginia
12960,22110,37124,34.9100312,59.5571598,FAUQUIER,President,Virginia
2300,5289,7972,28.8509784,66.3447065,FLOYD,President,Virginia
5751,7018,13492,42.6252594,52.0160095,FLUVANNA,President,Virginia
7254,18560,26805,27.0621153,69.2408133,FRANKLIN,President,Virginia
2516,1421,4040,62.2772277,35.1732673,FRANKLIN CITY,President,Virginia
11920,26069,40133,29.7012434,64.9565196,FREDERICK,President,Virginia
6690,3731,11135,60.0808262,33.50696,FREDERICKSBURG CITY,President,Virginia
680,1603,2363,28.7769784,67.8374947,GALAX CITY,President,Virginia
1949,5930,8196,23.7798926,72.352367,GILES,President,Virginia
5399,13087,19524,27.6531448,67.0303217,GLOUCESTER,President,Virginia
4884,8374,13930,35.0610194,60.11486,GOOCHLAND,President,Virginia
1407,5593,7258,19.3855056,77.0597961,GRAYSON,President,Virginia
2923,5943,9503,30.7587078,62.5381458,GREENE,President,Virginia
